duration treatment female black hispanic ndependents recall young old quarter durable lusd
4945 1.00780619700495 1 0 0 0 0 0 1 0 4 0 0
4947 20.006367782626 0 0 0 0 0 0 1 0 0 1 1
4948 27.0018649061172 0 0 0 0 1 0 1 0 5 1 0
4950 19.9818433100747 0 0 0 0 0 0 1 0 5 0 0
4952 14.0007727826663 1 0 0 0 0 1 1 0 3 0 0
4954 26.9917556152104 1 0 0 0 0 0 1 0 2 0 0
4955 3.98463409697137 1 0 0 0 0 0 1 0 3 1 0
4956 4.00880602622506 0 0 0 0 0 0 1 0 4 0 0
4961 20.9948802478074 0 1 0 0 0 1 1 0 2 0 1
4962 5.98767787591555 1 0 0 0 0 0 1 0 2 0 1
4963 13.9875855728621 0 1 0 0 0 0 1 0 4 0 0
4967 9.00232984922317 1 0 0 0 0 0 1 0 5 0 0
4968 26.9882489277865 1 1 0 0 0 0 1 0 3 0 0
4969 45.0113470163396 0 1 0 0 0 0 0 1 3 0 0
4971 45.0120411392992 0 0 0 0 1 0 0 1 4 1 0
4972 21.9931557009633 1 1 0 0 0 0 0 1 0 0 1
4973 5.99249906089561 1 0 0 0 0 0 0 1 3 0 0
4976 16.9957717172486 0 0 0 0 0 0 0 1 5 1 1
4980 52.0043819195106 0 1 0 0 0 0 0 1 3 0 1
4981 26.0016950187752 0 0 0 0 0 0 0 1 5 1 1
4983 7.00525201886304 0 0 0 0 0 0 0 1 2 0 1
4985 1.98489362979432 0 0 0 0 1 1 0 1 2 1 0
4987 26.9884042618487 1 1 0 0 0 0 0 1 4 0 0
4992 26.9943478764935 0 0 0 0 1 0 0 0 0 0 0
4994 26.98910733072 1 0 0 0 0 0 0 1 3 0 0
4996 27.9970281814122 0 1 0 0 0 0 0 1 5 0 0
4997 22.0002965289828 0 0 0 0 1 0 0 0 3 0 0
5003 2.01488353178503 1 0 0 0 0 0 0 0 2 1 0
5004 3.99966842348387 1 0 0 0 1 0 0 0 4 1 0
5006 27.0102521309189 1 0 0 0 2 0 0 0 4 1 0
5007 27.0139316166678 0 0 0 0 2 0 0 0 4 0 1
5010 17.9978108121723 1 0 0 0 2 1 0 0 2 1 0
5014 9.01299354598346 0 1 0 0 0 1 0 0 5 0 0
5019 3.98045482530024 1 0 0 0 0 0 0 0 5 0 0
5020 30.0040334217353 1 0 0 0 0 0 0 0 3 0 0
5021 23.0142903911191 0 0 0 0 0 0 0 0 0 0 0
5022 33.0052542078374 0 1 0 0 0 0 0 0 4 0 0
5023 13.0002032807785 0 0 0 0 0 0 0 0 5 0 0
5030 26.9862051144132 0 0 1 0 2 0 0 0 0 1 1
5036 12.0015757410433 0 1 0 0 0 1 0 0 4 0 1
5037 27.0102559298535 0 0 0 0 0 0 0 0 2 0 1
5038 27.000779141597 1 1 1 0 0 0 0 0 2 0 1
5039 2.99202800370228 0 1 0 0 0 0 0 0 5 0 1
5046 26.9929908002267 1 1 0 0 0 0 0 0 0 1 1
5047 13.9942770551418 0 1 0 0 0 0 1 0 2 0 0
5048 10.9863306838123 1 1 0 0 0 0 0 1 4 0 0
5050 19.0025422803046 0 1 0 0 0 0 0 0 3 0 0
5051 28.0125683887457 1 0 0 0 0 0 0 0 3 0 0
5054 12.9936787178508 0 0 0 0 2 0 0 0 0 0 1
5059 12.0138499757101 0 1 0 0 0 1 0 0 4 0 0
5062 26.9973257888574 1 1 0 0 0 0 0 0 3 0 0
5065 29.9843488330813 1 1 0 0 0 0 0 0 3 0 0
5066 1.99313517551644 1 0 1 0 0 0 0 0 2 1 0
5067 11.9982514999427 1 1 0 0 2 0 0 0 0 0 1
5072 4.02075173964482 1 1 1 0 0 0 1 0 2 0 0
5073 20.003993084259 0 0 0 0 2 0 1 0 2 0 1
5074 1.00661069731784 1 1 0 0 0 0 1 0 0 0 0
5076 27.0088781751822 1 0 1 0 0 0 1 0 4 0 0
5079 1.00760876884551 0 0 1 0 0 0 1 0 4 0 0
5084 26.9826140684867 0 1 0 0 0 0 1 0 2 0 0
5086 27.0031107751477 0 0 0 0 0 0 1 0 5 0 0
5089 5.99983610996284 1 1 0 0 0 0 1 0 4 0 1
5092 27.0093480235351 1 1 0 0 1 0 1 0 3 1 1
5093 1.00662840785053 0 0 0 0 0 0 1 0 2 0 0
5096 19.9970011002486 0 0 0 0 0 1 1 0 2 0 0
5100 1.00863278279686 0 1 0 0 0 0 1 0 2 0 0
5101 16.9914544992926 0 0 0 0 0 0 1 0 3 0 0
5103 3.98914320960819 0 0 0 0 0 0 1 0 5 0 1
5107 27.0010900598347 1 1 0 0 0 0 1 0 0 0 0
5108 26.9956479280373 1 1 0 0 2 0 1 0 2 1 0
5109 12.9969000553385 1 0 0 0 0 0 1 0 4 0 0
5111 1.01200294726479 0 0 1 0 0 0 1 0 5 0 0
5112 4.01067249980841 1 0 0 0 0 0 1 0 5 0 0
5113 26.9787167492634 0 1 0 0 2 0 1 0 5 0 0
5114 8.99179918592075 0 1 1 0 0 0 1 0 2 0 0
5116 17.0032197776586 0 1 0 1 2 0 1 0 2 0 0
5117 27.0143509104642 1 0 0 0 0 0 1 0 4 0 0
5118 3.00701062306914 1 0 0 0 0 0 1 0 4 0 0
5121 12.0201642811135 1 0 0 0 0 0 1 0 3 0 1
5122 0.998253055229881 0 0 0 0 2 0 1 0 2 0 0
5124 7.99937162429859 1 1 0 0 0 0 1 0 5 0 0
5125 0.999708268074314 1 0 1 0 0 0 1 0 3 0 1
5126 26.9872182184428 0 1 0 1 2 0 1 0 2 0 1
5127 17.9865102726184 1 0 0 0 0 0 1 0 2 0 0
5131 1.00049621672091 1 1 0 1 0 0 1 0 4 0 1
5132 5.99952738984999 0 1 0 0 0 0 1 0 0 0 1
5133 1.00647597775043 1 0 0 0 0 0 1 0 4 0 1
5135 26.9988650920414 1 0 0 0 0 0 1 0 3 0 1
5138 13.9893656726486 1 1 0 0 0 1 1 0 3 0 0
5139 14.0021636249408 0 0 1 0 1 0 1 0 5 0 0
5140 8.00414690142278 0 1 0 0 0 1 1 0 4 0 1
5141 10.0077949401158 0 0 0 0 0 0 1 0 4 0 0
5143 1.00309092481269 0 1 0 0 0 0 1 0 3 1 1
5144 1.01376505253865 0 0 0 0 0 0 1 0 4 0 0
5146 3.00708352164052 0 1 0 0 0 0 1 0 5 0 1
5148 29.0080546757317 0 0 0 0 1 0 0 0 3 0 1
5149 5.00735091621935 1 0 0 0 0 1 1 0 3 0 1
5150 0.99687486157337 1 1 0 0 0 0 1 0 2 0 0
5151 10.0061025952136 1 0 0 0 1 1 1 0 3 0 1
5152 1.01065278648244 0 0 1 0 0 0 1 0 2 0 0
5153 27.9941222487507 0 0 0 0 2 1 1 0 3 1 1
5154 27.0059998889657 1 0 0 0 0 0 1 0 4 0 1
5155 2.98662185155713 1 1 1 0 2 0 1 0 5 0 0
5157 2.98958218849888 1 0 0 0 0 1 1 0 2 0 1
5158 6.01308512584449 0 1 0 0 1 0 1 0 2 0 1
5160 0.992779466032664 1 1 0 0 0 0 1 0 3 0 1
5162 2.00351900164667 1 0 0 0 0 0 0 0 2 0 0
5164 4.98979299708349 1 1 0 0 0 0 1 0 4 0 0
5169 4.98808944491082 1 1 0 0 0 0 1 0 2 0 1
5170 1.01166692686799 0 1 0 0 0 0 1 0 5 0 0
5171 0.998640081397663 1 0 0 1 2 0 0 0 4 0 1
5173 19.0267098341691 0 0 0 0 0 0 1 0 2 0 0
5174 22.9876977915877 1 1 0 0 0 0 1 0 4 0 0
5175 10.0025050256212 1 1 0 0 0 1 1 0 3 0 1
5176 21.0251120885696 0 1 0 0 0 0 1 0 2 0 0
5179 1.00162453761234 1 0 1 0 0 0 1 0 2 0 0
5184 26.9886476457939 0 0 0 0 0 0 0 1 0 1 0
5186 17.9955953917889 0 1 0 0 0 1 0 1 4 0 0
5187 23.0032941865591 0 0 0 0 0 0 0 1 0 0 0
5189 34.9887303156054 1 0 0 0 0 0 0 1 4 0 1
5192 16.0116640058715 0 0 0 0 0 0 0 1 5 0 1
5193 27.0029804864169 0 0 0 0 0 0 0 1 4 0 1
5194 7.0051602001972 0 0 1 0 0 0 0 1 3 0 0
5196 13.9904496821631 0 0 0 0 1 0 0 1 2 0 0
5198 14.0010991392434 1 0 0 0 2 1 0 1 2 0 1
5205 6.01182199418152 1 0 0 0 1 0 0 0 4 0 0
5208 15.9967546586046 0 0 0 0 0 0 0 0 3 0 0
5213 17.9873692434391 1 0 0 0 2 1 0 0 2 0 0
5214 5.99501460645614 0 1 1 0 0 1 0 0 3 0 1
5224 2.00140022620382 1 0 0 0 2 0 0 0 4 0 0
5227 23.0144792516407 1 0 0 0 1 0 0 0 3 1 0
5231 27.0074277210338 0 0 1 0 0 0 0 0 5 0 0
5232 4.0287616899324 0 0 0 0 0 0 0 0 5 0 0
5233 27.0013522284462 1 1 0 0 2 1 0 0 3 0 1
5234 26.9994095419884 0 1 1 0 0 0 0 0 4 0 0
5236 1.00457865900528 0 0 0 0 0 0 0 0 4 0 1
5239 0.993422245680001 1 0 0 0 2 0 0 0 3 0 1
5242 10.9930569696171 0 0 0 0 0 0 0 0 4 0 1
5243 1.99050620180102 1 0 0 0 2 0 0 0 3 0 1
5244 11.9922823723467 1 0 0 0 0 0 0 0 4 0 1
5245 10.0035702002535 1 1 0 0 1 1 0 0 4 0 0
5248 1.99855670178364 1 1 0 0 0 0 0 1 4 0 0
5249 27.0105798604756 1 1 0 0 0 0 1 0 3 0 0
5250 8.0031387350578 1 1 0 0 0 1 0 0 4 0 0
5251 26.003587932192 1 0 0 0 0 1 0 0 2 0 0
5252 1.96816649338721 0 1 0 0 0 0 0 0 5 0 0
5253 8.0052102505729 1 0 0 0 2 0 0 0 5 0 0
5254 19.9984228709107 0 1 0 0 2 0 1 0 3 0 1
5255 12.9935901760289 1 0 0 0 0 0 1 0 4 1 1
5256 2.98950551355905 0 0 0 0 0 0 1 0 3 0 1
5257 5.99812434271066 0 0 1 0 0 1 0 0 3 0 1
5262 1.00557975038837 0 0 0 0 0 0 1 0 4 0 1
5267 0.990520357373344 1 1 0 0 0 0 1 0 2 0 1
5268 27.9931917900206 1 0 0 0 1 0 1 0 2 0 1
5269 4.01121489470306 0 0 0 0 0 0 0 0 5 0 1
5270 26.9935081808856 0 0 1 0 0 0 1 0 2 0 1
5278 26.9866825574483 1 1 1 0 1 0 1 0 3 0 1
5279 9.01176591235356 0 1 0 0 2 0 1 0 5 0 1
5283 6.0010168343873 0 0 1 0 0 0 1 0 3 0 0
5287 21.0081187617235 0 1 0 0 2 0 1 0 2 0 0
5288 1.00286859659948 0 1 0 0 0 0 1 0 3 0 1
5290 7.99477726085815 1 0 0 0 1 0 1 0 4 0 0
5293 13.9956429299154 0 0 0 0 0 1 1 0 2 0 1
5295 17.0145415128292 0 0 0 0 0 1 1 0 2 1 0
5296 0.992656340046351 0 0 0 0 0 0 1 0 4 0 0
5298 1.02404885272856 1 0 0 0 1 0 1 0 3 0 0
5301 2.99755561998562 0 0 0 0 0 0 1 0 3 0 0
5303 2.00308072103382 1 0 0 0 0 0 1 0 3 0 1
5305 0.995013887230021 1 0 0 0 0 0 1 0 2 0 1
5308 1.0140287421174 0 0 1 0 1 0 1 0 0 0 0
5309 0.994841404380476 0 1 0 0 0 0 1 0 2 0 1
5310 6.99537035603284 1 0 0 0 2 1 1 0 3 0 0
5312 9.01327615021097 1 0 0 0 0 1 1 0 2 0 0
5313 8.00341217777922 1 1 0 0 0 0 1 0 3 0 0
5319 12.0001012033354 1 0 0 0 0 1 1 0 3 0 0
5321 26.0009569312175 0 0 0 0 0 0 1 0 3 0 0
5325 1.00067925846983 0 1 1 0 0 0 1 0 3 0 0
5330 17.0217005332138 0 0 1 0 0 0 0 0 4 0 0
5331 7.01396941026395 0 0 0 0 0 0 1 0 4 0 0
5335 26.9919316921321 1 0 0 0 0 0 1 0 3 0 0
5338 27.014450226941 1 0 1 0 0 0 1 0 2 0 0
5341 5.01745632528075 0 0 0 0 0 0 1 0 5 0 0
5343 7.00374776752109 0 1 0 0 2 0 1 0 4 0 0
5344 24.0070966506137 1 0 0 0 0 0 1 0 4 0 0
5351 26.9956721248578 0 1 0 0 2 0 1 0 2 0 0
5354 1.00126743035429 0 0 1 0 0 0 1 0 5 0 0
5357 11.0170272824358 1 1 0 0 2 1 1 0 3 0 1
5359 11.0059572027197 0 0 0 0 0 0 1 0 2 1 0
5360 42.001405893076 1 0 0 0 1 1 1 0 2 0 0
5361 6.01502622997337 0 0 0 0 2 0 1 0 2 0 0
5362 26.9932685277763 0 0 0 0 0 0 1 0 3 0 0
5363 2.00896939709121 1 1 0 0 0 0 1 0 5 0 0
5366 2.00043602308452 0 1 0 0 0 0 1 0 3 0 0
5367 11.9913954478205 1 0 0 0 0 1 1 0 2 0 0
5373 27.0001052167355 0 1 1 0 0 0 1 0 5 1 1
5374 3.00272538762541 1 0 0 0 0 0 1 0 3 0 0
5379 2.99734608807978 0 1 0 1 0 0 0 0 5 0 0
5380 24.000310519764 0 1 1 0 0 0 1 0 5 0 1
5381 27.0011426799967 0 1 0 0 0 0 1 0 3 0 1
5382 9.01884569760054 1 0 0 0 0 1 1 0 2 0 0
5384 3.9987675997809 1 1 0 0 0 0 1 0 3 0 0
5385 30.9892484172184 1 1 0 0 0 0 1 0 3 0 0
5388 5.99310858600742 1 0 0 0 0 0 0 1 4 0 1
5391 12.0053477965852 1 1 0 0 2 0 1 0 5 0 0
5392 8.00598171001887 0 0 0 0 0 0 0 1 5 0 1
5393 37.0127274687026 0 0 0 0 1 0 0 1 4 1 0
5395 27.005443029255 0 0 0 0 0 0 0 1 5 0 0
5397 7.99938889735634 0 1 0 0 0 1 0 1 0 0 1
5399 1.00179699028795 1 1 0 0 0 0 0 1 3 0 0
5400 26.9991414083005 0 1 0 0 0 0 0 1 2 0 0
5402 27.0216127941991 1 0 0 0 0 0 0 1 5 0 0
5407 16.0062423216782 1 0 0 0 0 0 0 1 4 1 1
5409 0.995317156103238 1 1 0 0 0 1 0 1 4 0 1
5410 7.00490011050594 0 1 0 0 0 1 0 1 2 0 1
5412 6.99875072778159 1 0 0 0 2 0 0 1 4 0 1
5413 1.99064017612094 1 0 0 0 1 0 0 0 2 0 1
5414 13.9831642777689 1 0 0 0 1 0 0 1 3 0 0
5415 11.9942227767178 0 1 0 0 0 0 0 1 5 0 0
5416 10.0073927817922 0 0 0 0 0 0 0 1 3 0 0
5417 26.001991285205 0 1 0 0 0 1 0 0 2 0 0
5422 25.9873467232272 0 1 1 0 0 0 0 0 3 1 0
5426 7.02574303522266 1 1 0 1 0 0 0 1 2 0 0
5430 9.9881762154996 1 0 0 0 0 0 0 0 4 0 1
5431 26.9984223402921 0 0 0 0 0 0 0 0 4 0 1
5434 26.991875206424 0 0 0 0 0 0 0 0 3 0 1
5435 4.99744070087152 1 0 0 0 0 0 0 0 4 1 1
5438 26.9862904496367 0 1 0 0 0 0 0 0 5 0 1
5439 1.00809168331857 0 1 0 0 0 0 0 0 2 0 0
5440 3.99149526328851 0 1 0 0 0 0 0 0 5 0 0
5443 5.00642950711152 0 0 0 0 0 0 0 0 0 0 0
5448 8.01286492755685 1 0 0 0 2 1 0 0 4 0 0
5450 15.9954489262118 0 1 0 0 0 0 0 0 4 0 0
5452 2.00811994438065 1 0 1 0 0 0 0 0 3 1 0
5453 1.01346828514888 0 1 1 0 1 1 0 0 4 0 0
5454 6.00495108429857 1 1 1 0 0 0 0 0 5 0 0
5455 1.00066610275965 1 0 1 0 0 0 0 0 4 0 0
5456 0.994837250281447 1 0 0 0 0 0 0 0 5 0 0
5458 2.00294173318638 1 0 0 0 0 0 0 0 3 0 0
5459 11.0060652973172 0 0 0 0 2 0 0 0 0 0 0
5463 27.0089899549325 1 0 1 0 0 0 0 0 3 0 0
5470 5.99152395470353 0 0 0 0 2 0 1 0 3 0 1
5476 15.9985880660967 1 0 0 0 0 1 0 0 4 0 1
5477 1.99247020386887 0 1 0 0 2 0 0 0 2 0 0
5478 26.0131846290676 1 0 0 0 0 0 0 0 2 0 1
5480 27.0109069779212 1 0 0 0 0 0 0 0 2 0 1
5481 2.01262728674612 0 1 0 0 2 0 0 0 5 0 0
5482 12.0010983231497 1 0 0 0 1 0 0 0 0 0 1
5484 2.9957093011637 1 0 0 0 1 0 0 0 3 0 1
5486 16.0094837293737 0 0 0 0 0 1 0 0 4 0 1
5487 10.9991943221349 1 0 0 0 0 0 1 0 3 0 1
5492 20.9905768557357 0 0 0 0 0 0 1 0 2 0 0
5494 3.01905513851481 1 0 0 0 2 0 1 0 5 1 0
5495 6.99221216790371 0 1 0 0 0 0 0 0 2 0 0
5496 27.0051366112829 0 1 0 0 0 0 0 0 5 0 0
5499 14.0021761607864 0 0 0 0 0 0 0 0 5 1 0
5500 18.9944638307242 0 1 0 0 2 0 0 0 3 0 0
5502 13.0031598745164 1 1 0 0 0 0 0 0 2 0 0
5503 11.9903296347732 0 0 0 0 2 1 0 0 2 0 0
5506 1.00940467871071 1 1 0 0 0 0 0 0 3 0 1
5507 8.99489312428951 1 0 0 0 1 0 0 0 3 0 1
5509 1.00999255069027 0 1 0 0 0 0 1 0 5 0 1
5510 16.0040435178209 1 1 0 0 1 0 0 0 4 0 1
5512 9.00241928201148 0 1 0 0 0 0 0 0 4 0 1
5514 0.998571708482124 1 1 0 0 0 0 0 0 3 0 1
5516 12.9995462711625 0 0 0 0 0 0 0 0 2 0 1
5517 5.99811779297893 0 1 0 0 0 0 0 0 5 1 1
5520 17.9916067309998 1 1 0 0 0 1 1 0 2 0 1
5523 2.01279647684406 0 0 0 0 0 0 0 0 3 1 1
5524 46.003247584623 0 1 0 0 1 0 1 0 3 0 0
5528 9.00101999041908 0 0 0 0 2 0 0 0 3 0 0
5529 17.9927202792995 0 0 0 0 2 0 0 0 5 0 0
5532 2.99247104816355 0 0 0 0 2 0 0 0 3 0 0
5533 20.0115752943506 0 0 0 0 2 0 0 0 5 0 0
5536 26.9954107952691 0 0 0 0 2 0 0 0 3 0 0
5540 3.98378028566222 1 0 0 0 2 1 0 0 2 1 0
5541 24.989631196251 0 0 0 0 0 0 0 0 5 1 0
5544 7.00187885219724 1 0 0 0 2 0 0 0 4 0 0
5545 28.0034424978064 0 1 1 0 1 0 0 0 0 0 0
5546 26.9905676590293 0 0 0 0 0 0 0 0 2 0 0
5547 15.0007048789625 0 1 0 0 2 0 0 0 5 0 0
5548 13.9889875462399 0 0 0 0 2 1 0 0 3 0 0
5550 2.00667778807104 1 0 0 0 0 0 0 0 2 1 0
5551 0.989036682730981 1 1 0 0 0 0 0 0 4 0 0
5552 0.982999349144336 0 0 0 0 2 0 0 0 5 0 0
5553 14.0161074479331 1 1 0 0 1 0 0 0 3 0 0
5554 2.02154349611483 0 1 0 0 1 0 0 0 5 0 0
5559 25.9926330636927 0 0 0 0 0 0 0 0 5 1 0
5560 13.9987167708068 0 0 0 0 1 0 1 0 5 0 0
5562 3.00567021687473 1 1 0 0 0 0 1 0 2 0 0
5563 0.996482831510275 0 1 1 0 0 0 0 0 5 0 0
5564 25.9985984730363 0 1 0 0 0 0 0 0 3 0 0
5565 17.9905493232562 0 0 0 0 2 0 0 0 3 0 0
5566 26.9915370999306 1 0 0 0 1 0 1 0 3 0 0
5569 4.01299864500787 1 0 0 0 2 1 0 0 3 0 0
5570 26.9943973659961 1 1 0 0 2 0 0 0 0 0 0
5572 27.0010938363498 0 1 0 0 2 0 0 0 4 0 0
5573 26.9955107276292 0 1 0 0 0 0 1 0 3 1 0
5574 2.0017720981448 1 0 0 0 0 0 1 0 5 0 0
5575 45.0053202975731 0 0 0 0 2 0 1 0 5 0 0
5577 0.979864098044107 1 0 0 0 0 0 1 0 4 1 0
5581 2.00428133345449 1 0 0 0 2 0 1 0 2 0 0
5582 2.00973425094685 0 0 0 0 1 0 1 0 5 0 0
5585 15.0051402066367 0 0 0 0 0 0 1 0 4 0 0
5586 0.998948347505013 1 0 0 0 0 0 1 0 5 0 0
5590 27.998967232182 0 1 0 0 0 0 1 0 3 1 0
5592 6.0002148536997 0 1 0 0 0 0 1 0 4 0 0
5594 0.986227840418914 1 0 0 0 0 0 1 0 3 0 0
5595 19.9917743213453 1 0 0 0 0 1 1 0 3 0 0
5596 7.01476925848478 0 1 0 0 0 0 1 0 4 0 0
5597 28.9997402303225 0 0 0 0 2 1 1 0 3 0 0
5598 14.9978363596935 1 0 0 0 0 0 1 0 3 1 0
5599 9.99210182193154 0 1 0 0 1 0 0 0 2 0 1
5600 18.001282221707 1 0 0 0 2 0 1 0 4 0 0
5602 28.0085045136446 0 0 0 0 0 0 1 0 5 1 0
5604 11.010513779832 0 1 0 0 0 1 1 0 4 0 0
5611 4.99445898253824 0 1 0 0 0 0 1 0 2 0 0
5612 5.00312864991248 1 1 0 0 0 1 1 0 2 0 0
5614 7.99693177103925 0 0 0 0 0 0 1 0 0 0 0
5619 2.99971272948237 0 0 0 0 0 0 1 0 2 0 0
5620 20.0019749212758 0 1 0 0 2 0 1 0 0 0 0
5621 1.00142862397403 1 1 0 0 0 0 1 0 2 0 1
5622 2.98115764189058 1 0 0 0 0 0 1 0 4 0 1
5625 20.9986875448993 1 0 0 0 0 0 1 0 3 0 0
5626 4.00837131652528 0 0 0 0 1 0 1 0 5 0 0
5627 24.9990864344631 1 0 0 0 0 0 1 0 5 0 0
5628 27.0183815634831 0 0 0 0 1 1 1 0 2 1 0
5631 0.999338902059305 1 0 1 0 0 0 1 0 0 1 0
5632 6.99581209852281 0 0 0 0 0 0 1 0 3 1 0
5633 3.98866580166538 1 0 0 0 0 0 1 0 3 0 0
5637 1.00261007082485 1 0 0 0 2 0 0 0 4 0 0
5639 26.9833735291113 0 1 0 0 0 0 1 0 4 0 0
5640 27.0017863959326 0 0 0 0 2 0 1 0 0 0 0
5641 2.00751713587872 0 1 0 0 1 0 1 0 5 0 0
5642 1.00035551774382 1 0 1 0 2 0 1 0 4 0 0
5647 1.0004775170944 0 1 0 0 0 0 1 0 3 0 0
5648 0.993268555438532 0 0 0 0 0 0 1 0 4 0 0
5649 5.99940542769701 0 0 0 0 0 1 1 0 4 0 0
5650 0.997249025475197 0 0 1 0 0 0 1 0 3 0 0
5651 6.00165737648839 0 0 0 0 0 0 1 0 5 0 0
5653 2.01610283578667 0 0 0 0 0 0 1 0 2 1 0
5656 3.00475382684655 1 1 0 0 2 0 1 0 2 0 1
5658 22.0059587137508 1 1 0 0 0 0 1 0 3 0 0
5659 3.97984034272654 1 0 0 0 0 0 1 0 4 0 0
5662 4.0210163391632 1 0 0 0 0 0 1 0 0 0 1
5665 12.0059595328014 1 0 0 0 0 1 1 0 3 0 0
5667 0.991053061556542 0 0 0 0 0 0 1 0 3 1 1
5669 7.99796940991509 1 1 0 0 0 0 1 0 3 1 0
5671 2.0060637227509 1 0 0 0 0 0 1 0 4 1 0
5674 4.99684638044842 1 0 0 0 0 0 1 0 5 1 0
5675 5.99076670476147 1 0 0 0 0 0 1 0 3 0 0
5678 19.9986201554517 1 1 0 0 1 1 1 0 2 0 0
5679 4.99617797711643 0 1 0 0 0 0 1 0 0 0 0
5680 1.01528461082696 0 1 0 0 0 0 1 0 5 0 0
5682 6.00783353464184 0 1 0 0 0 0 1 0 2 0 1
5683 26.990964251264 0 0 1 0 0 0 1 0 4 0 0
5689 22.9886772888094 1 0 0 0 0 0 1 0 4 0 0
5691 14.9922644956886 1 0 0 0 0 0 1 0 4 0 0
5692 48.9961354959606 0 0 0 0 1 0 0 1 5 0 0
5693 9.00149810601746 0 1 0 0 0 1 0 1 5 0 0
5695 18.9877577246059 0 1 0 0 0 0 0 1 2 1 0
5697 27.0078368720167 1 0 0 0 0 0 0 1 4 0 1
5698 20.9749989288152 0 0 1 0 0 0 0 1 2 1 0
5700 7.99870927309918 0 0 0 0 0 0 0 1 5 0 1
5701 13.9907698835054 1 1 0 0 0 0 0 1 4 0 0
5703 26.9981817686091 1 1 1 0 0 0 0 1 2 0 0
5712 26.9765953927478 0 1 0 0 0 0 0 0 4 0 1
5717 11.9910731618849 0 0 0 0 0 1 0 1 5 0 1
5718 4.97351948388439 1 0 0 0 0 0 0 0 5 0 1
5719 18.0000619839359 0 0 0 0 0 1 0 0 3 1 1
5722 17.9918377895113 1 0 0 0 2 0 0 0 2 1 1
5724 1.01963091044498 1 1 0 0 1 0 0 0 2 0 1
5727 2.00162961682748 0 0 0 0 0 0 0 0 5 0 0
5729 32.0012272627754 0 1 0 0 0 0 0 0 3 1 0
5730 26.9885427702379 0 0 0 0 1 0 0 0 3 0 0
5731 27.0201617899399 0 1 0 0 0 0 0 0 3 0 0
5735 9.00399422284008 0 1 0 0 1 0 0 0 5 0 0
5736 20.0059700430972 0 0 0 0 2 0 0 0 5 0 0
5737 27.0010764290674 0 0 0 0 1 0 0 0 0 0 0
5738 1.9900106597078 1 0 0 0 1 1 0 0 4 0 0
5744 26.0150878433936 1 1 0 0 2 1 0 0 3 0 0
5745 27.9923683527198 0 1 0 0 2 0 0 0 2 0 0
5747 25.0061094125364 1 0 0 0 0 0 0 0 4 0 0
5749 5.0061497416009 0 1 0 0 2 0 0 0 3 0 0
5750 7.98414592520255 1 0 0 0 0 0 0 0 5 0 0
5751 26.9891250996041 1 1 0 0 0 0 0 0 2 0 0
5754 17.0042861685424 1 0 0 0 2 1 0 0 2 0 0
5758 15.0156458812567 0 1 0 0 0 0 0 0 5 0 1
5760 1.98381334077262 1 0 0 0 0 0 1 0 5 0 0
5763 0.983562426248505 0 1 0 0 2 0 0 0 2 1 0
5766 18.9979972672082 1 1 0 0 2 0 0 0 3 0 0
5770 3.97457449581993 1 0 0 0 0 0 1 0 3 0 0
5771 26.0002670541348 1 0 0 0 1 0 0 0 3 0 0
5774 2.9964462068122 1 1 0 0 0 0 0 0 4 0 0
5775 27.0012142824406 1 1 0 0 1 0 0 0 0 1 0
5778 0.991275002042188 0 0 0 0 0 0 0 0 5 0 0
5779 26.992869239454 0 1 0 0 1 0 0 0 5 0 0
5780 27.0067224262245 0 1 0 0 0 0 0 0 0 0 0
5783 27.0108121507893 0 1 0 0 0 0 0 0 4 0 0
5784 1.00498811381003 0 1 0 0 0 0 0 0 3 0 0
5785 25.0174428270478 0 0 0 0 0 0 1 0 3 0 0
5786 26.9919491136045 1 0 0 0 0 0 0 0 4 0 0
5790 26.9920392283628 1 1 0 0 2 0 0 0 3 0 0
5791 1.00420174479403 0 1 0 0 0 0 1 0 3 0 0
5792 0.991314277320653 0 0 1 0 0 0 0 0 4 0 0
5793 1.01517873225488 1 1 0 0 2 0 1 0 5 0 0
5796 27.9918751634339 1 0 0 0 0 0 1 0 2 0 0
5797 8.99952392160768 1 0 0 0 0 0 0 0 2 0 0
5798 4.00076734025573 1 0 0 0 2 0 1 0 2 0 0
5801 1.98189904275908 0 0 0 0 0 0 0 0 5 1 0
5803 1.00352822246977 1 0 0 0 2 0 0 0 4 0 0
5807 15.0049357796018 0 0 0 0 0 0 0 0 3 0 0
5811 12.0015826448531 0 1 1 0 2 1 1 0 4 0 0
5813 2.97852578532656 0 0 1 0 0 0 1 0 3 1 0
5815 0.998277056726554 1 0 1 0 0 0 1 0 2 0 0
5823 9.01139583837676 1 0 0 0 0 0 1 0 3 0 0
5824 11.0051405413785 1 0 0 0 0 0 0 0 2 0 0
5826 0.997109245872861 1 1 0 0 0 0 0 0 5 0 0
5827 7.9996209814491 1 1 0 0 0 0 0 0 3 0 0
5828 6.00167401305245 0 0 0 0 0 0 0 0 2 0 0
5829 1.00551994827596 0 0 0 0 0 0 1 0 3 0 0
5830 21.9919061152736 1 0 0 0 2 0 0 0 2 0 0
5833 26.0161361228053 0 1 0 0 0 0 1 0 3 0 0
5836 17.010572146362 0 0 0 0 0 0 1 0 5 0 0
